"check_date","link_id","prcs_spd","prcs_trv_time"
"2018-09-01 02:36:58.44","1220003800",86,126
"2018-09-01 03:06:58.44","1220003800",86,126
"2018-09-01 03:36:58.44","1220003800",89,121
"2018-09-01 04:06:58.44","1220003800",86,126
"2018-09-01 04:36:58.44","1220003800",90,120
"2018-09-01 05:06:58.44","1220003800",86,126
"2018-09-01 05:36:58.44","1220003800",84,129
"2018-09-01 06:06:58.44","1220003800",81,133
"2018-09-01 06:36:58.44","1220003800",78,138
"2018-09-01 07:06:58.44","1220003800",77,140
"2018-09-01 07:36:58.44","1220003800",77,140
"2018-09-01 08:06:58.44","1220003800",79,137
"2018-09-01 08:36:58.44","1220003800",79,137
"2018-09-01 09:06:58.44","1220003800",69,156
"2018-09-01 09:36:58.44","1220003800",25,432
"2018-09-01 10:06:58.44","1220003800",49,220
"2018-09-01 10:36:58.44","1220003800",38,284
"2018-09-01 11:06:58.44","1220003800",20,540
"2018-09-01 11:36:58.44","1220003800",19,568
"2018-09-01 12:06:58.44","1220003800",19,568
"2018-09-01 12:36:58.44","1220003800",19,568
"2018-09-01 13:06:58.44","1220003800",19,568
"2018-09-01 13:36:58.44","1220003800",29,372
"2018-09-01 14:06:58.44","1220003800",29,372
"2018-09-01 14:36:58.44","1220003800",20,540
"2018-09-01 15:06:58.44","1220003800",21,514
"2018-09-01 15:36:58.44","1220003800",19,568
"2018-09-01 16:06:58.44","1220003800",15,720
"2018-09-01 16:36:58.44","1220003800",19,568
"2018-09-01 17:06:58.44","1220003800",21,514
"2018-09-01 17:36:58.44","1220003800",15,720
"2018-09-01 18:06:58.44","1220003800",16,675
"2018-09-01 18:36:58.44","1220003800",17,635
"2018-09-01 19:06:58.44","1220003800",17,635
"2018-09-01 19:36:58.44","1220003800",25,432
"2018-09-01 20:06:58.44","1220003800",74,146
"2018-09-01 20:36:58.44","1220003800",70,154
"2018-09-01 21:06:58.44","1220003800",41,263
"2018-09-01 21:36:58.44","1220003800",77,140
"2018-09-01 22:06:58.44","1220003800",78,138
"2018-09-01 22:36:58.44","1220003800",79,137
"2018-09-01 23:06:58.44","1220003800",78,138
"2018-09-01 23:36:58.44","1220003800",78,138
"2018-09-02 00:06:58.44","1220003800",78,138
"2018-09-02 00:36:58.44","1220003800",85,127
"2018-09-02 01:06:58.44","1220003800",84,129
"2018-09-02 01:36:58.44","1220003800",90,120
"2018-09-02 02:06:58.44","1220003800",86,126
"2018-09-02 02:36:58.44","1220003800",89,121
"2018-09-02 03:06:58.44","1220003800",88,123
"2018-09-02 03:36:58.44","1220003800",89,121
"2018-09-02 04:06:58.44","1220003800",93,116
"2018-09-02 04:36:58.44","1220003800",93,116
"2018-09-02 05:06:58.44","1220003800",91,119
"2018-09-02 05:36:58.44","1220003800",88,123
"2018-09-02 06:06:58.44","1220003800",83,130
"2018-09-02 06:36:58.44","1220003800",85,127
"2018-09-02 07:06:58.44","1220003800",83,130
"2018-09-02 07:36:58.44","1220003800",84,129
"2018-09-02 08:06:58.44","1220003800",85,127
"2018-09-02 08:36:58.44","1220003800",83,130
"2018-09-02 09:06:58.44","1220003800",83,130
"2018-09-02 09:36:58.44","1220003800",80,135
"2018-09-02 10:06:58.44","1220003800",78,138
"2018-09-02 10:36:58.44","1220003800",73,148
"2018-09-02 11:06:58.44","1220003800",77,140
"2018-09-02 11:36:58.44","1220003800",69,156
"2018-09-02 12:06:58.44","1220003800",74,146
"2018-09-02 12:36:58.44","1220003800",76,142
"2018-09-02 13:06:58.44","1220003800",78,138
"2018-09-02 13:36:58.44","1220003800",73,148
"2018-09-02 14:06:58.44","1220003800",23,469
"2018-09-02 15:06:58.44","1220003800",13,830
"2018-09-02 15:36:58.44","1220003800",14,771
"2018-09-02 16:06:58.44","1220003800",21,514
"2018-09-02 16:36:58.44","1220003800",17,635
"2018-09-02 17:06:58.44","1220003800",15,720
"2018-09-02 17:36:58.44","1220003800",15,720
"2018-09-02 18:06:58.44","1220003800",18,600
"2018-09-02 18:36:58.44","1220003800",19,568
"2018-09-02 19:06:58.44","1220003800",17,635
"2018-09-02 19:36:58.44","1220003800",25,432
"2018-09-02 20:06:58.44","1220003800",23,469
"2018-09-02 20:36:58.44","1220003800",23,469
"2018-09-02 21:06:58.44","1220003800",25,432
"2018-09-02 21:36:58.44","1220003800",25,432
"2018-09-02 22:06:58.44","1220003800",28,386
"2018-09-02 22:36:58.44","1220003800",76,142
"2018-09-02 23:06:58.44","1220003800",77,140
"2018-09-02 23:36:58.44","1220003800",81,133
"2018-09-03 00:06:58.44","1220003800",89,121
"2018-09-03 00:36:58.44","1220003800",88,123
"2018-09-03 01:06:58.44","1220003800",83,130
"2018-09-03 01:36:58.44","1220003800",87,124
"2018-09-03 02:06:58.44","1220003800",89,121
"2018-09-03 02:36:58.44","1220003800",87,124
"2018-09-03 03:06:58.44","1220003800",83,130
"2018-09-03 03:36:58.44","1220003800",81,133
"2018-09-03 04:06:58.44","1220003800",80,135
"2018-09-03 04:36:58.44","1220003800",84,129
"2018-09-03 05:06:58.44","1220003800",82,132
"2018-09-03 05:36:58.44","1220003800",78,138
"2018-09-03 06:06:58.44","1220003800",43,251
"2018-09-03 06:36:58.44","1220003800",19,568
"2018-09-03 07:06:58.44","1220003800",18,600
"2018-09-03 07:36:58.44","1220003800",16,675
"2018-09-03 08:06:58.44","1220003800",16,675
"2018-09-03 08:36:58.44","1220003800",18,600
"2018-09-03 09:06:58.44","1220003800",20,540
"2018-09-03 09:36:58.44","1220003800",18,600
"2018-09-03 10:06:58.44","1220003800",20,540
"2018-09-03 10:36:58.44","1220003800",17,635
"2018-09-03 11:06:58.44","1220003800",16,675
"2018-09-03 11:36:58.44","1220003800",18,600
"2018-09-03 12:06:58.44","1220003800",32,337
"2018-09-03 12:36:58.44","1220003800",35,308
"2018-09-03 13:06:58.44","1220003800",70,154
"2018-09-03 13:36:58.44","1220003800",39,277
"2018-09-03 14:06:58.44","1220003800",71,152
"2018-09-03 14:36:58.44","1220003800",19,568
"2018-09-03 15:06:58.44","1220003800",23,469
"2018-09-03 15:36:58.44","1220003800",15,720
"2018-09-03 16:06:58.44","1220003800",15,720
"2018-09-03 16:36:58.44","1220003800",15,720
"2018-09-03 17:06:58.44","1220003800",14,771
"2018-09-03 17:36:58.44","1220003800",15,720
"2018-09-03 18:06:58.44","1220003800",14,771
"2018-09-03 18:36:58.44","1220003800",13,830
"2018-09-03 19:06:58.44","1220003800",15,720
"2018-09-03 19:36:58.44","1220003800",12,900
"2018-09-03 20:06:58.44","1220003800",15,720
"2018-09-03 20:36:58.44","1220003800",38,284
"2018-09-03 21:06:58.44","1220003800",65,166
"2018-09-03 21:36:58.44","1220003800",36,300
"2018-09-03 22:06:58.44","1220003800",42,257
"2018-09-03 22:36:58.44","1220003800",70,154
"2018-09-03 23:06:58.44","1220003800",73,148
"2018-09-03 23:36:58.44","1220003800",81,133
"2018-09-04 00:06:58.44","1220003800",85,127
"2018-09-04 00:36:58.44","1220003800",90,120
"2018-09-04 01:06:58.44","1220003800",87,124
"2018-09-04 01:36:58.44","1220003800",87,124
"2018-09-04 02:06:58.44","1220003800",89,121
"2018-09-04 02:36:58.44","1220003800",88,123
"2018-09-04 03:06:58.44","1220003800",88,123
"2018-09-04 03:36:58.44","1220003800",86,126
"2018-09-04 04:06:58.44","1220003800",83,130
"2018-09-04 04:36:58.44","1220003800",81,133
"2018-09-04 05:06:58.44","1220003800",87,124
"2018-09-04 05:36:58.44","1220003800",78,138
"2018-09-04 06:06:58.44","1220003800",72,150
"2018-09-04 06:36:58.44","1220003800",60,180
"2018-09-04 07:06:58.44","1220003800",21,514
"2018-09-04 07:36:58.44","1220003800",14,771
"2018-09-04 08:06:58.44","1220003800",19,568
"2018-09-04 08:36:58.44","1220003800",19,568
"2018-09-04 09:06:58.44","1220003800",19,568
"2018-09-04 09:36:58.44","1220003800",14,771
"2018-09-04 10:06:58.44","1220003800",20,540
"2018-09-04 10:36:58.44","1220003800",18,600
"2018-09-04 11:06:58.44","1220003800",20,540
"2018-09-04 11:36:58.44","1220003800",20,540
"2018-09-04 12:06:58.44","1220003800",24,450
"2018-09-04 12:36:58.44","1220003800",40,270
"2018-09-04 13:06:58.44","1220003800",42,257
"2018-09-04 13:36:58.44","1220003800",74,146
"2018-09-04 14:06:58.44","1220003800",20,540
"2018-09-04 14:36:58.44","1220003800",22,491
"2018-09-04 15:06:58.44","1220003800",23,469
"2018-09-04 15:36:58.44","1220003800",18,600
"2018-09-04 16:06:58.44","1220003800",24,450
"2018-09-04 16:36:58.44","1220003800",18,600
"2018-09-04 17:06:58.44","1220003800",11,981
"2018-09-04 17:36:58.44","1220003800",14,771
"2018-09-04 18:06:58.44","1220003800",17,635
"2018-09-04 18:36:58.44","1220003800",15,720
